lemma,pos,cefr_level,word_type,definition_en,definition_th,source,form,form_type,definition_th_simple
guarantee,verb,B2,single,To promise that something will definitely happen or be true.,"รับรอง, ยืนยัน",oxford3000,guarantees,third_person,รับรองหรือยืนยันว่าสิ่งใดสิ่งหนึ่งจะเกิดขึ้นแน่นอน
guarantee,verb,B2,single,To promise that something will definitely happen or be true.,"รับรอง, ยืนยัน",oxford3000,guaranteed,past,รับรองหรือยืนยันว่าสิ่งใดสิ่งหนึ่งจะเกิดขึ้นแน่นอน
guarantee,verb,B2,single,To promise that something will definitely happen or be true.,"รับรอง, ยืนยัน",oxford3000,guaranteeing,gerund,รับรองหรือยืนยันว่าสิ่งใดสิ่งหนึ่งจะเกิดขึ้นแน่นอน
guard,noun,B1,single,A person who protects a place or people.,"ผู้เฝ้ายาม, ยาม",oxford3000,guard,base,ผู้เฝ้ายามหรือผู้คุ้มกันดูแลความปลอดภัย
guard,noun,B1,single,A person who protects a place or people.,"ผู้เฝ้ายาม, ยาม",oxford3000,guards,plural,ผู้เฝ้ายามหรือผู้คุ้มกันดูแลความปลอดภัย
guard,verb,B1,single,To protect a person or place from danger.,"เฝ้า, คุ้มกัน",oxford3000,guard,base,เฝ้าหรือคุ้มกันเพื่อป้องกันอันตราย
guard,verb,B1,single,To protect a person or place from danger.,"เฝ้า, คุ้มกัน",oxford3000,guards,third_person,เฝ้าหรือคุ้มกันเพื่อป้องกันอันตราย
guard,verb,B1,single,To protect a person or place from danger.,"เฝ้า, คุ้มกัน",oxford3000,guarded,past,เฝ้าหรือคุ้มกันเพื่อป้องกันอันตราย
guard,verb,B1,single,To protect a person or place from danger.,"เฝ้า, คุ้มกัน",oxford3000,guarding,gerund,เฝ้าหรือคุ้มกันเพื่อป้องกันอันตราย
guerrilla,noun,C1,single,A member of an unofficial armed group that fights government forces.,นักรบกองโจร,oxford5000,guerrilla,base,นักรบกองโจรที่สู้รบแบบไม่เป็นทางการ
guerrilla,noun,C1,single,A member of an unofficial armed group that fights government forces.,นักรบกองโจร,oxford5000,guerrillas,plural,นักรบกองโจรที่สู้รบแบบไม่เป็นทางการ
guess,noun,A1,single,An attempt to give an answer without being sure it is correct.,การเดา,oxford3000,guess,base,การเดาหรือการคาดเดาโดยไม่มั่นใจแน่ชัด
guess,noun,A1,single,An attempt to give an answer without being sure it is correct.,การเดา,oxford3000,guesses,plural,การเดาหรือการคาดเดาโดยไม่มั่นใจแน่ชัด
guess,verb,A1,single,To give an answer or opinion without being sure it is correct.,"เดา, คาดเดา",oxford3000,guess,base,เดาหรือคาดเดาโดยไม่มั่นใจแน่ชัด
guess,verb,A1,single,To give an answer or opinion without being sure it is correct.,"เดา, คาดเดา",oxford3000,guesses,third_person,เดาหรือคาดเดาโดยไม่มั่นใจแน่ชัด
guess,verb,A1,single,To give an answer or opinion without being sure it is correct.,"เดา, คาดเดา",oxford3000,guessed,past,เดาหรือคาดเดาโดยไม่มั่นใจแน่ชัด
guess,verb,A1,single,To give an answer or opinion without being sure it is correct.,"เดา, คาดเดา",oxford3000,guessing,gerund,เดาหรือคาดเดาโดยไม่มั่นใจแน่ชัด
guest,noun,A2,single,A person who is invited to visit or stay somewhere.,แขก,oxford3000,guest,base,แขกที่มาเยือนหรือผู้เข้าพัก
guest,noun,A2,single,A person who is invited to visit or stay somewhere.,แขก,oxford3000,guests,plural,แขกที่มาเยือนหรือผู้เข้าพัก
guidance,noun,C1,single,Help or advice about how to do something.,คำแนะนำ,oxford5000,guidance,base,คำแนะนำหรือการชี้แนะแนวทาง
guidance,noun,C1,single,Help or advice about how to do something.,คำแนะนำ,oxford5000,guidances,plural,คำแนะนำหรือการชี้แนะแนวทาง
guide,noun,A2,single,"A person who shows others the way, or a book that gives information.","ผู้นำทาง, คู่มือ",oxford3000,guide,base,ผู้นำทาง หรือหนังสือคู่มือแนะนำ
guide,noun,A2,single,"A person who shows others the way, or a book that gives information.","ผู้นำทาง, คู่มือ",oxford3000,guides,plural,ผู้นำทาง หรือหนังสือคู่มือแนะนำ
guide,verb,A2,single,To show someone the way or help them decide what to do.,"นำทาง, ชี้แนะ",oxford3000,guide,base,นำทางหรือชี้แนะแนวทางให้
guide,verb,A2,single,To show someone the way or help them decide what to do.,"นำทาง, ชี้แนะ",oxford3000,guides,third_person,นำทางหรือชี้แนะแนวทางให้
guide,verb,A2,single,To show someone the way or help them decide what to do.,"นำทาง, ชี้แนะ",oxford3000,guided,past,นำทางหรือชี้แนะแนวทางให้
guide,verb,A2,single,To show someone the way or help them decide what to do.,"นำทาง, ชี้แนะ",oxford3000,guiding,gerund,นำทางหรือชี้แนะแนวทางให้
guideline,noun,B2,single,A rule or piece of advice about how something should be done.,แนวทางปฏิบัติ,oxford5000,guideline,base,แนวทางปฏิบัติที่แนะนำให้ทำตาม
guideline,noun,B2,single,A rule or piece of advice about how something should be done.,แนวทางปฏิบัติ,oxford5000,guidelines,plural,แนวทางปฏิบัติที่แนะนำให้ทำตาม
guilt,noun,C1,single,A feeling of having done something wrong.,ความรู้สึกผิด,oxford5000,guilt,base,ความรู้สึกผิด
guilt,noun,C1,single,A feeling of having done something wrong.,ความรู้สึกผิด,oxford5000,guilts,plural,ความรู้สึกผิด
guilty,adj,B1,single,"Feeling that you have done something wrong, or having broken a law.","รู้สึกผิด, มีความผิด",oxford3000,guilty,base,รู้สึกผิด หรือมีความผิดตามกฎหมาย
guilty,adj,B1,single,"Feeling that you have done something wrong, or having broken a law.","รู้สึกผิด, มีความผิด",oxford3000,guiltier,comparative,รู้สึกผิด หรือมีความผิดตามกฎหมาย
guilty,adj,B1,single,"Feeling that you have done something wrong, or having broken a law.","รู้สึกผิด, มีความผิด",oxford3000,guiltiest,superlative,รู้สึกผิด หรือมีความผิดตามกฎหมาย
guitar,noun,A1,single,A musical instrument with strings that is played with the fingers.,กีตาร์,oxford3000,guitar,base,กีตาร์ เครื่องดนตรีที่มีสาย
guitar,noun,A1,single,A musical instrument with strings that is played with the fingers.,กีตาร์,oxford3000,guitars,plural,กีตาร์ เครื่องดนตรีที่มีสาย
gun,noun,A2,single,A weapon that fires bullets.,ปืน,oxford3000,gun,base,ปืน
gun,noun,A2,single,A weapon that fires bullets.,ปืน,oxford3000,guns,plural,ปืน
gut,noun,C1,single,The tube inside the body that food passes through; the stomach area.,"ลำไส้, ช่องท้อง",oxford5000,gut,base,ลำไส้หรือช่องท้อง
gut,noun,C1,single,The tube inside the body that food passes through; the stomach area.,"ลำไส้, ช่องท้อง",oxford5000,guts,plural,ลำไส้หรือช่องท้อง
guy,noun,A2,single,"A man, used in an informal way.",ผู้ชาย (ไม่เป็นทางการ),oxford3000,guy,base,ผู้ชาย ใช้พูดกันแบบไม่เป็นทางการ
guy,noun,A2,single,"A man, used in an informal way.",ผู้ชาย (ไม่เป็นทางการ),oxford3000,guys,plural,ผู้ชาย ใช้พูดกันแบบไม่เป็นทางการ
gym,noun,A1,single,A place with equipment for exercising.,โรงยิม,oxford3000,gym,base,โรงยิม สถานที่ออกกำลังกาย
gym,noun,A1,single,A place with equipment for exercising.,โรงยิม,oxford3000,gyms,plural,โรงยิม สถานที่ออกกำลังกาย
habit,noun,A2,single,"Something that a person does often and regularly, often without thinking about it.",นิสัย,oxford3000,habit,base,พฤติกรรมที่ทำเป็นประจำจนติดเป็นนิสัย
habit,noun,A2,single,"Something that a person does often and regularly, often without thinking about it.",นิสัย,oxford3000,habits,plural,พฤติกรรมที่ทำเป็นประจำจนติดเป็นนิสัย
habitat,noun,B2,single,The natural home of a plant or animal.,ถิ่นที่อยู่อาศัย,oxford5000,habitat,base,ถิ่นที่อยู่อาศัยตามธรรมชาติของสัตว์หรือพืช
habitat,noun,B2,single,The natural home of a plant or animal.,ถิ่นที่อยู่อาศัย,oxford5000,habitats,plural,ถิ่นที่อยู่อาศัยตามธรรมชาติของสัตว์หรือพืช
hail,verb,C1,single,"To praise someone publicly; or, of hail, to fall from the sky.","ยกย่อง, (ลูกเห็บ)ตก",oxford5000,hail,base,ยกย่องสรรเสริญ หรือ (ลูกเห็บ) ตกลงมา
hail,verb,C1,single,"To praise someone publicly; or, of hail, to fall from the sky.","ยกย่อง, (ลูกเห็บ)ตก",oxford5000,hails,third_person,ยกย่องสรรเสริญ หรือ (ลูกเห็บ) ตกลงมา
hail,verb,C1,single,"To praise someone publicly; or, of hail, to fall from the sky.","ยกย่อง, (ลูกเห็บ)ตก",oxford5000,hailed,past,ยกย่องสรรเสริญ หรือ (ลูกเห็บ) ตกลงมา
hail,verb,C1,single,"To praise someone publicly; or, of hail, to fall from the sky.","ยกย่อง, (ลูกเห็บ)ตก",oxford5000,hailing,gerund,ยกย่องสรรเสริญ หรือ (ลูกเห็บ) ตกลงมา
hair,noun,A1,single,"The thin threads that grow on the skin, especially on the head.","เส้นผม, ขน",oxford3000,hair,base,เส้นผมหรือขนบนร่างกาย
hair,noun,A1,single,"The thin threads that grow on the skin, especially on the head.","เส้นผม, ขน",oxford3000,hairs,plural,เส้นผมหรือขนบนร่างกาย
half,adv,A2,single,Partly; not completely.,"ครึ่งหนึ่ง, บางส่วน",oxford3000,half,base,ครึ่งหนึ่ง ใช้ขยายบอกว่ามีเพียงบางส่วน
half,det,A1,single,Being one of two equal parts of something.,ครึ่งหนึ่งของ,oxford3000,half,base,ครึ่งหนึ่งของ
half,noun,A1,single,One of two equal parts that together make up a whole.,ครึ่งหนึ่ง,oxford3000,half,base,ครึ่งหนึ่งของสิ่งใดสิ่งหนึ่ง
half,noun,A1,single,One of two equal parts that together make up a whole.,ครึ่งหนึ่ง,oxford3000,halves,plural,ครึ่งหนึ่งของสิ่งใดสิ่งหนึ่ง
half,noun,A1,single,One of two equal parts that together make up a whole.,ครึ่งหนึ่ง,oxford3000,halfs,plural,ครึ่งหนึ่งของสิ่งใดสิ่งหนึ่ง
half,pron,A1,single,One of two equal parts of the thing mentioned.,ครึ่งหนึ่ง,oxford3000,half,base,ครึ่งหนึ่ง ใช้แทนคำนามที่กล่าวถึง
halfway,adv,C1,single,At the middle point between two places or times.,"กึ่งกลาง, ครึ่งทาง",oxford5000,halfway,base,อยู่กึ่งกลางระหว่างสองจุด หรือครึ่งทาง
halfway,adv,C1,single,At the middle point between two places or times.,"กึ่งกลาง, ครึ่งทาง",oxford5000,halfwayer,comparative,อยู่กึ่งกลางระหว่างสองจุด หรือครึ่งทาง
halfway,adv,C1,single,At the middle point between two places or times.,"กึ่งกลาง, ครึ่งทาง",oxford5000,halfwayest,superlative,อยู่กึ่งกลางระหว่างสองจุด หรือครึ่งทาง
hall,noun,A2,single,A large room or passage inside a building.,ห้องโถง,oxford3000,hall,base,ห้องโถงขนาดใหญ่หรือทางเดินในอาคาร
hall,noun,A2,single,A large room or passage inside a building.,ห้องโถง,oxford3000,halls,plural,ห้องโถงขนาดใหญ่หรือทางเดินในอาคาร
halt,noun,C1,single,A stop in movement or activity.,การหยุดชะงัก,oxford5000,halt,base,การหยุดชะงัก
halt,noun,C1,single,A stop in movement or activity.,การหยุดชะงัก,oxford5000,halts,plural,การหยุดชะงัก
halt,verb,C1,single,"To stop, or make something stop, moving or happening.",หยุด,oxford5000,halt,base,หยุดหรือทำให้หยุดกะทันหัน
halt,verb,C1,single,"To stop, or make something stop, moving or happening.",หยุด,oxford5000,halts,third_person,หยุดหรือทำให้หยุดกะทันหัน
halt,verb,C1,single,"To stop, or make something stop, moving or happening.",หยุด,oxford5000,halted,past,หยุดหรือทำให้หยุดกะทันหัน
halt,verb,C1,single,"To stop, or make something stop, moving or happening.",หยุด,oxford5000,halting,gerund,หยุดหรือทำให้หยุดกะทันหัน
hand,noun,A1,single,"The part of the body at the end of the arm, used for holding things.",มือ,oxford3000,hand,base,มือ
hand,noun,A1,single,"The part of the body at the end of the arm, used for holding things.",มือ,oxford3000,hands,plural,มือ
hand,verb,B1,single,To give something to someone using your hand.,ส่งให้,oxford3000,hand,base,ส่งให้ด้วยมือ
hand,verb,B1,single,To give something to someone using your hand.,ส่งให้,oxford3000,hands,third_person,ส่งให้ด้วยมือ
hand,verb,B1,single,To give something to someone using your hand.,ส่งให้,oxford3000,handed,past,ส่งให้ด้วยมือ
hand,verb,B1,single,To give something to someone using your hand.,ส่งให้,oxford3000,handing,gerund,ส่งให้ด้วยมือ
handful,noun,C1,single,A small number or amount of something.,จำนวนเล็กน้อย,oxford5000,handful,base,จำนวนเล็กน้อยพอกำมือได้
handful,noun,C1,single,A small number or amount of something.,จำนวนเล็กน้อย,oxford5000,handfuls,plural,จำนวนเล็กน้อยพอกำมือได้
handle,noun,B2,single,The part of an object that you hold it by.,ด้ามจับ,oxford3000,handle,base,ด้ามจับหรือมือจับของสิ่งของ
handle,noun,B2,single,The part of an object that you hold it by.,ด้ามจับ,oxford3000,handles,plural,ด้ามจับหรือมือจับของสิ่งของ
handle,verb,B2,single,"To deal with a situation, problem or person.",จัดการ,oxford3000,handle,base,จัดการหรือรับมือกับสิ่งใดสิ่งหนึ่ง
handle,verb,B2,single,"To deal with a situation, problem or person.",จัดการ,oxford3000,handles,third_person,จัดการหรือรับมือกับสิ่งใดสิ่งหนึ่ง
handle,verb,B2,single,"To deal with a situation, problem or person.",จัดการ,oxford3000,handled,past,จัดการหรือรับมือกับสิ่งใดสิ่งหนึ่ง
handle,verb,B2,single,"To deal with a situation, problem or person.",จัดการ,oxford3000,handling,gerund,จัดการหรือรับมือกับสิ่งใดสิ่งหนึ่ง
handling,noun,C1,single,The way that a situation or problem is dealt with.,การจัดการ,oxford5000,handling,base,การจัดการหรือการดูแลสิ่งใดสิ่งหนึ่ง
handling,noun,C1,single,The way that a situation or problem is dealt with.,การจัดการ,oxford5000,handlings,plural,การจัดการหรือการดูแลสิ่งใดสิ่งหนึ่ง
handy,adj,C1,single,Useful or convenient.,"สะดวกใช้, มีประโยชน์",oxford5000,handy,base,สะดวกใช้งานหรือมีประโยชน์
handy,adj,C1,single,Useful or convenient.,"สะดวกใช้, มีประโยชน์",oxford5000,handier,comparative,สะดวกใช้งานหรือมีประโยชน์
handy,adj,C1,single,Useful or convenient.,"สะดวกใช้, มีประโยชน์",oxford5000,handiest,superlative,สะดวกใช้งานหรือมีประโยชน์
hang,verb,B1,single,To attach something at the top so that the lower part is free.,"แขวน, ห้อย",oxford3000,hang,base,แขวนหรือห้อยอยู่
hang,verb,B1,single,To attach something at the top so that the lower part is free.,"แขวน, ห้อย",oxford3000,hangs,third_person,แขวนหรือห้อยอยู่
hang,verb,B1,single,To attach something at the top so that the lower part is free.,"แขวน, ห้อย",oxford3000,hung,past,แขวนหรือห้อยอยู่
hang,verb,B1,single,To attach something at the top so that the lower part is free.,"แขวน, ห้อย",oxford3000,hanged,past,แขวนหรือห้อยอยู่
hang,verb,B1,single,To attach something at the top so that the lower part is free.,"แขวน, ห้อย",oxford3000,hanging,gerund,แขวนหรือห้อยอยู่
happen,verb,A1,single,To take place; to occur.,เกิดขึ้น,oxford3000,happen,base,เกิดขึ้น
happen,verb,A1,single,To take place; to occur.,เกิดขึ้น,oxford3000,happens,third_person,เกิดขึ้น
happen,verb,A1,single,To take place; to occur.,เกิดขึ้น,oxford3000,happened,past,เกิดขึ้น
happen,verb,A1,single,To take place; to occur.,เกิดขึ้น,oxford3000,happening,gerund,เกิดขึ้น
happily,adv,A2,single,In a happy way.,อย่างมีความสุข,oxford3000,happily,base,อย่างมีความสุข
happiness,noun,B1,single,The feeling of being happy.,ความสุข,oxford3000,happiness,base,ความสุข
happy,adj,A1,single,Feeling or showing pleasure or contentment.,"มีความสุข, พอใจ",oxford3000,happy,base,มีความสุข พอใจ
happy,adj,A1,single,Feeling or showing pleasure or contentment.,"มีความสุข, พอใจ",oxford3000,happier,comparative,มีความสุข พอใจ
happy,adj,A1,single,Feeling or showing pleasure or contentment.,"มีความสุข, พอใจ",oxford3000,happiest,superlative,มีความสุข พอใจ
harassment,noun,C1,single,Behaviour that repeatedly troubles or upsets another person.,การคุกคาม,oxford5000,harassment,base,การคุกคามหรือรบกวนผู้อื่นซ้ำๆ จนเดือดร้อน
harassment,noun,C1,single,Behaviour that repeatedly troubles or upsets another person.,การคุกคาม,oxford5000,harassments,plural,การคุกคามหรือรบกวนผู้อื่นซ้ำๆ จนเดือดร้อน
harbour,noun,B2,single,An area of water next to the coast where ships can shelter.,ท่าเรือ,oxford5000,harbour,base,ท่าเรือ
harbour,noun,B2,single,An area of water next to the coast where ships can shelter.,ท่าเรือ,oxford5000,harbours,plural,ท่าเรือ
hard,adj,A1,single,Firm and difficult to bend or break; needing a lot of effort.,"แข็ง, ยาก",oxford3000,hard,base,แข็ง หรือยากลำบาก
hard,adj,A1,single,Firm and difficult to bend or break; needing a lot of effort.,"แข็ง, ยาก",oxford3000,harder,comparative,แข็ง หรือยากลำบาก
hard,adj,A1,single,Firm and difficult to bend or break; needing a lot of effort.,"แข็ง, ยาก",oxford3000,hardest,superlative,แข็ง หรือยากลำบาก
hard,adv,A1,single,With a great deal of effort or force.,"อย่างหนัก, ขยัน",oxford3000,hard,base,อย่างหนักหรือขยันขันแข็ง
hard,adv,A1,single,With a great deal of effort or force.,"อย่างหนัก, ขยัน",oxford3000,harder,comparative,อย่างหนักหรือขยันขันแข็ง
hard,adv,A1,single,With a great deal of effort or force.,"อย่างหนัก, ขยัน",oxford3000,hardest,superlative,อย่างหนักหรือขยันขันแข็ง
hardly,adv,B1,single,Almost not at all.,แทบจะไม่,oxford3000,hardly,base,แทบจะไม่ ใช้บอกว่าแทบไม่เกิดขึ้นหรือแทบเป็นไปไม่ได้
hardware,noun,C1,single,The physical parts of a computer or other machine.,อุปกรณ์ฮาร์ดแวร์,oxford5000,hardware,base,อุปกรณ์เครื่องจักรหรือชิ้นส่วนคอมพิวเตอร์ที่จับต้องได้
harm,noun,B2,single,Damage or injury caused to someone or something.,"อันตราย, ความเสียหาย",oxford3000,harm,base,อันตรายหรือความเสียหาย
harm,verb,B2,single,To cause damage or injury to someone or something.,"ทำร้าย, ทำให้เสียหาย",oxford3000,harm,base,ทำร้ายหรือทำให้เกิดความเสียหาย
harm,verb,B2,single,To cause damage or injury to someone or something.,"ทำร้าย, ทำให้เสียหาย",oxford3000,harms,third_person,ทำร้ายหรือทำให้เกิดความเสียหาย
harm,verb,B2,single,To cause damage or injury to someone or something.,"ทำร้าย, ทำให้เสียหาย",oxford3000,harmed,past,ทำร้ายหรือทำให้เกิดความเสียหาย
harm,verb,B2,single,To cause damage or injury to someone or something.,"ทำร้าย, ทำให้เสียหาย",oxford3000,harming,gerund,ทำร้ายหรือทำให้เกิดความเสียหาย
harmful,adj,B2,single,Causing harm or damage.,เป็นอันตราย,oxford3000,harmful,base,เป็นอันตรายหรือก่อให้เกิดความเสียหาย
harmony,noun,C1,single,A state of peaceful agreement or a pleasing combination.,ความกลมกลืน,oxford5000,harmony,base,ความกลมกลืนหรือความสอดคล้องกัน
harmony,noun,C1,single,A state of peaceful agreement or a pleasing combination.,ความกลมกลืน,oxford5000,harmonies,plural,ความกลมกลืนหรือความสอดคล้องกัน
harsh,adj,C1,single,"Cruel, severe or unpleasant.","รุนแรง, โหดร้าย",oxford5000,harsh,base,รุนแรง โหดร้าย หรือไม่น่าพึงใจ
harsh,adj,C1,single,"Cruel, severe or unpleasant.","รุนแรง, โหดร้าย",oxford5000,harsher,comparative,รุนแรง โหดร้าย หรือไม่น่าพึงใจ
harsh,adj,C1,single,"Cruel, severe or unpleasant.","รุนแรง, โหดร้าย",oxford5000,harshest,superlative,รุนแรง โหดร้าย หรือไม่น่าพึงใจ
harvest,noun,C1,single,"The time when crops are gathered, or the crops gathered.",การเก็บเกี่ยว,oxford5000,harvest,base,การเก็บเกี่ยวพืชผล
harvest,noun,C1,single,"The time when crops are gathered, or the crops gathered.",การเก็บเกี่ยว,oxford5000,harvests,plural,การเก็บเกี่ยวพืชผล
harvest,verb,C1,single,To gather a crop.,เก็บเกี่ยว,oxford5000,harvest,base,เก็บเกี่ยวพืชผล
harvest,verb,C1,single,To gather a crop.,เก็บเกี่ยว,oxford5000,harvests,third_person,เก็บเกี่ยวพืชผล
harvest,verb,C1,single,To gather a crop.,เก็บเกี่ยว,oxford5000,harvested,past,เก็บเกี่ยวพืชผล
harvest,verb,C1,single,To gather a crop.,เก็บเกี่ยว,oxford5000,harvesting,gerund,เก็บเกี่ยวพืชผล
hat,noun,A1,single,A covering for the head.,หมวก,oxford3000,hat,base,หมวก
hat,noun,A1,single,A covering for the head.,หมวก,oxford3000,hats,plural,หมวก
hate,noun,B1,single,A feeling of intense dislike.,ความเกลียดชัง,oxford3000,hate,base,ความเกลียดชัง
hate,verb,A1,single,To feel intense dislike for someone or something.,เกลียดชัง,oxford3000,hate,base,เกลียดชังอย่างมาก
hate,verb,A1,single,To feel intense dislike for someone or something.,เกลียดชัง,oxford3000,hates,third_person,เกลียดชังอย่างมาก
hate,verb,A1,single,To feel intense dislike for someone or something.,เกลียดชัง,oxford3000,hated,past,เกลียดชังอย่างมาก
hate,verb,A1,single,To feel intense dislike for someone or something.,เกลียดชัง,oxford3000,hating,gerund,เกลียดชังอย่างมาก
hatred,noun,C1,single,A very strong feeling of dislike.,ความเกลียดชังอย่างรุนแรง,oxford5000,hatred,base,ความเกลียดชังอย่างรุนแรง
hatred,noun,C1,single,A very strong feeling of dislike.,ความเกลียดชังอย่างรุนแรง,oxford5000,hatreds,plural,ความเกลียดชังอย่างรุนแรง
haunt,verb,C1,single,"To remain constantly in someone's mind in a troubling way; of a ghost, to appear in a place regularly.",หลอกหลอน,oxford5000,haunt,base,หลอกหลอนอยู่ในใจ หรือคอยติดตามรบกวนซ้ำๆ
haunt,verb,C1,single,"To remain constantly in someone's mind in a troubling way; of a ghost, to appear in a place regularly.",หลอกหลอน,oxford5000,haunts,third_person,หลอกหลอนอยู่ในใจ หรือคอยติดตามรบกวนซ้ำๆ
haunt,verb,C1,single,"To remain constantly in someone's mind in a troubling way; of a ghost, to appear in a place regularly.",หลอกหลอน,oxford5000,haunted,past,หลอกหลอนอยู่ในใจ หรือคอยติดตามรบกวนซ้ำๆ
haunt,verb,C1,single,"To remain constantly in someone's mind in a troubling way; of a ghost, to appear in a place regularly.",หลอกหลอน,oxford5000,haunting,gerund,หลอกหลอนอยู่ในใจ หรือคอยติดตามรบกวนซ้ำๆ
have,verb,A1,single,To possess or own something.,"มี, ครอบครอง",oxford3000,have,base,มีหรือครอบครองสิ่งใดสิ่งหนึ่ง
have,verb,A1,single,To possess or own something.,"มี, ครอบครอง",oxford3000,has,third_person,มีหรือครอบครองสิ่งใดสิ่งหนึ่ง
have,verb,A1,single,To possess or own something.,"มี, ครอบครอง",oxford3000,had,past,มีหรือครอบครองสิ่งใดสิ่งหนึ่ง
have,verb,A1,single,To possess or own something.,"มี, ครอบครอง",oxford3000,having,gerund,มีหรือครอบครองสิ่งใดสิ่งหนึ่ง
have to,verb,A1,phrase,Used to show that it is necessary to do something.,จำเป็นต้อง,oxford3000,have to,base,จำเป็นต้องทำ แสดงถึงข้อบังคับ
hazard,noun,C1,single,Something that could be dangerous or cause harm.,"อันตราย, ความเสี่ยง",oxford5000,hazard,base,อันตรายหรือความเสี่ยงที่อาจก่อให้เกิดผลเสีย
hazard,noun,C1,single,Something that could be dangerous or cause harm.,"อันตราย, ความเสี่ยง",oxford5000,hazards,plural,อันตรายหรือความเสี่ยงที่อาจก่อให้เกิดผลเสีย
he,pron,A1,single,"Used to refer to a man, boy or male animal already mentioned.",เขา (ผู้ชาย),oxford3000,he,base,เขา ใช้แทนผู้ชาย
head,noun,A1,single,The part of the body above the neck; the person in charge of a group.,"ศีรษะ, หัวหน้า",oxford3000,head,base,ศีรษะ หรือผู้ที่เป็นหัวหน้า
head,noun,A1,single,The part of the body above the neck; the person in charge of a group.,"ศีรษะ, หัวหน้า",oxford3000,heads,plural,ศีรษะ หรือผู้ที่เป็นหัวหน้า
head,verb,B1,single,To move in a particular direction; to be in charge of something.,"มุ่งหน้า, เป็นหัวหน้า",oxford3000,head,base,มุ่งหน้าไปทางใดทางหนึ่ง หรือเป็นหัวหน้าดูแล
head,verb,B1,single,To move in a particular direction; to be in charge of something.,"มุ่งหน้า, เป็นหัวหน้า",oxford3000,heads,third_person,มุ่งหน้าไปทางใดทางหนึ่ง หรือเป็นหัวหน้าดูแล
head,verb,B1,single,To move in a particular direction; to be in charge of something.,"มุ่งหน้า, เป็นหัวหน้า",oxford3000,headed,past,มุ่งหน้าไปทางใดทางหนึ่ง หรือเป็นหัวหน้าดูแล
head,verb,B1,single,To move in a particular direction; to be in charge of something.,"มุ่งหน้า, เป็นหัวหน้า",oxford3000,heading,gerund,มุ่งหน้าไปทางใดทางหนึ่ง หรือเป็นหัวหน้าดูแล
headache,noun,A2,single,A pain in the head.,อาการปวดหัว,oxford3000,headache,base,อาการปวดศีรษะ
headache,noun,A2,single,A pain in the head.,อาการปวดหัว,oxford3000,headaches,plural,อาการปวดศีรษะ
headline,noun,B1,single,"The title of a newspaper story, printed in large letters.",หัวข้อข่าว,oxford3000,headline,base,หัวข้อข่าวตัวใหญ่บนหน้าหนังสือพิมพ์
headline,noun,B1,single,"The title of a newspaper story, printed in large letters.",หัวข้อข่าว,oxford3000,headlines,plural,หัวข้อข่าวตัวใหญ่บนหน้าหนังสือพิมพ์
headquarters,noun,B2,single,The main office of an organization.,สำนักงานใหญ่,oxford5000,headquarters,base,สำนักงานใหญ่ขององค์กร
heal,verb,B2,single,"To become, or make something become, healthy again.",รักษาให้หาย,oxford5000,heal,base,รักษาให้หายหรือทำให้แผลสมาน
heal,verb,B2,single,"To become, or make something become, healthy again.",รักษาให้หาย,oxford5000,heals,third_person,รักษาให้หายหรือทำให้แผลสมาน
heal,verb,B2,single,"To become, or make something become, healthy again.",รักษาให้หาย,oxford5000,healed,past,รักษาให้หายหรือทำให้แผลสมาน
heal,verb,B2,single,"To become, or make something become, healthy again.",รักษาให้หาย,oxford5000,healing,gerund,รักษาให้หายหรือทำให้แผลสมาน
health,noun,A1,single,The condition of a person's body or mind.,สุขภาพ,oxford3000,health,base,สุขภาพ
healthcare,noun,B2,single,Services provided for the prevention and treatment of illness.,การดูแลสุขภาพ,oxford5000,healthcare,base,การดูแลรักษาสุขภาพและการรักษาพยาบาล
healthy,adj,A1,single,Being in good physical or mental condition; good for one's health.,"สุขภาพดี, ดีต่อสุขภาพ",oxford3000,healthy,base,มีสุขภาพดี หรือดีต่อสุขภาพ
healthy,adj,A1,single,Being in good physical or mental condition; good for one's health.,"สุขภาพดี, ดีต่อสุขภาพ",oxford3000,healthier,comparative,มีสุขภาพดี หรือดีต่อสุขภาพ
healthy,adj,A1,single,Being in good physical or mental condition; good for one's health.,"สุขภาพดี, ดีต่อสุขภาพ",oxford3000,healthiest,superlative,มีสุขภาพดี หรือดีต่อสุขภาพ
hear,verb,A1,single,To be aware of sound using the ears.,ได้ยิน,oxford3000,hear,base,ได้ยินเสียง
hear,verb,A1,single,To be aware of sound using the ears.,ได้ยิน,oxford3000,hears,third_person,ได้ยินเสียง
hear,verb,A1,single,To be aware of sound using the ears.,ได้ยิน,oxford3000,heard,past,ได้ยินเสียง
hear,verb,A1,single,To be aware of sound using the ears.,ได้ยิน,oxford3000,hearing,gerund,ได้ยินเสียง
hearing,noun,B2,single,The ability to hear; an official meeting to examine facts about a problem or crime.,"การได้ยิน, การไต่สวน",oxford3000,hearing,base,การได้ยิน หรือการไต่สวนคดีในศาล
hearing,noun,B2,single,The ability to hear; an official meeting to examine facts about a problem or crime.,"การได้ยิน, การไต่สวน",oxford3000,hearings,plural,การได้ยิน หรือการไต่สวนคดีในศาล
heart,noun,A2,single,The organ in the chest that pumps blood around the body.,หัวใจ,oxford3000,heart,base,หัวใจ
